incorrect_text,correct_text,error_type,error_location,explanation,difficulty_level
この、本は、面白くないでした,この本は、面白くありませんでした,grammar,面白くないでした,The formal past negative for i-adjectives is '-くありませんでした'.,intermediate
彼は、静かじゃありませんでした,彼は、静かではありませんでした,already_correct,,"This is a correct sentence, though '静かではありませんでした' is the standard polite form.",intermediate
彼女は、昨日、元気じゃなかった,彼女は、昨日、元気ではありませんでした,politeness,じゃなかった,'ではありませんでした' is the formal polite past negative.,intermediate
それは、本当じゃないです,それは、本当ではありません,grammar,じゃないです,'ではありません' is the standard polite negative.,beginner
食べたくないです,食べたくありません,grammar,食べたくないです,'食べたくありません' is a more formal negative.,intermediate
行きたかったです,行きたかったです,already_correct,,This is a correct sentence.,beginner
見たくなかったです,見たくありませんでした,grammar,見たくなかったです,'見たくありませんでした' is the formal past negative.,intermediate
彼は、来なかったです,彼は、来ませんでした,grammar,来なかったです,'来ませんでした' is the standard polite past negative of a verb.,beginner
しなかったです,しませんでした,grammar,しなかったです,'しませんでした' is the standard polite past negative.,beginner
高くなかったです,高くありませんでした,grammar,高くなかったです,'-くありませんでした' is the formal past negative for i-adjectives.,intermediate
静かじゃなかったです,静かではありませんでした,grammar,じゃなかったです,The formal past negative is 'ではありませんでした'.,intermediate
学生じゃないです,学生ではありません,grammar,じゃないです,'ではありません' is the polite negative.,beginner
雨が、降るそうです,雨が、降るそうです,already_correct,,Correct usage of 'そうです' (I hear that...).,intermediate
彼は、医者だそうです,彼は、医者だそうです,already_correct,,Correct usage of 'そうです' (I hear that...).,intermediate
彼女は、きれいだそうです,彼女は、きれいだそうです,already_correct,,Correct usage of 'そうです' (I hear that...).,intermediate
明日は、暑いそうです,明日は、暑いそうです,already_correct,,Correct usage of 'そうです' (I hear that...).,intermediate
この、ケーキは、おいしそうです,このケーキは、おいしそうです,already_correct,,Correct usage of 'そうです' (It looks...).,beginner
雨が、降りそうです,雨が、降りそうです,already_correct,,Correct usage of 'そうです' (It looks like...).,beginner
彼は、眠そうです,彼は、眠そうです,already_correct,,Correct usage of 'そうです' (He looks...).,beginner
彼女は、嬉しそうです,彼女は、嬉しそうです,already_correct,,Correct usage of 'そうです' (She looks...).,beginner
この、荷物は、重そうだ,この荷物は、重そうです,politeness,そうだ,Polite form.,beginner
彼は、お金が、なさそうだ,彼は、お金が、なさそうです,politeness,そうだ,Polite form.,intermediate
この、仕事は、大変そうだ,この仕事は、大変そうです,politeness,そうだ,Polite form.,beginner
彼は、優しそうな、人だ,彼は、優しそうな、人です,politeness,だ,Polite form.,beginner
彼女は、元気そうな、顔をしている,彼女は、元気そうな、顔をしています,politeness,している,Polite form.,beginner
この、料理は、辛そうじゃない,この料理は、辛そうではありません,grammar,じゃない,Formal negative form.,intermediate
彼は、日本語が、分かるようです,彼は、日本語が、分かるようです,already_correct,,Correct usage of 'ようです' (it seems that...).,intermediate
風邪を、ひいたようだ,風邪を、ひいたようです,politeness,ようだ,Polite form.,beginner
彼は、昨日、寝ていないらしい,彼は、昨日、寝ていないらしいです,politeness,らしい,Polite form.,intermediate
山田さんは、会社を、辞めるらしい,山田さんは、会社を、辞めるらしいです,politeness,らしい,Polite form.,intermediate
彼は、男らしい、性格だ,彼は、男らしい、性格です,politeness,だ,Polite form.,intermediate
今日は、春らしい、暖かい、日だ,今日は、春らしい、暖かい、日です,politeness,だ,Polite form.,beginner
彼は、子供っぽい、ところがある,彼は、子供っぽい、ところが、あります,politeness,ある,Polite form.,intermediate
この、服は、安っぽい,この服は、安っぽいです,politeness,安いっぽい,Polite form.,intermediate
忘れ物を、しないように、気をつける,忘れ物を、しないように、気をつけます,politeness,つける,Polite form.,beginner
日本語が、話せるように、毎日、勉強している,日本語が、話せるように、毎日、勉強しています,politeness,している,Polite form.,beginner
電車に、間に合うように、急いだ,電車に、間に合うように、急ぎました,politeness,急いだ,Polite form.,beginner
風邪を、ひかないように、暖かくして、寝る,風邪を、ひかないように、暖かくして、寝ます,politeness,寝る,Polite form.,beginner
先生は、学生に、もっと、勉強するように、言った,先生は、学生に、もっと、勉強するように、言いました,politeness,言った,Polite form.,intermediate
医者に、お酒を、飲まないように、言われた,医者に、お酒を、飲まないように、言われました,politeness,言われた,Polite form.,intermediate
私は、彼に、会議に、遅れないように、頼んだ,私は、彼に、会議に、遅れないように、頼みました,politeness,頼んだ,Polite form.,intermediate
母に、早く、帰ってくるように、言われた,母に、早く、帰ってくるように、言われました,politeness,言われた,Polite form.,intermediate
彼は、日本語が、話せるようになった,彼は、日本語が、話せるようになりました,politeness,なった,Polite form.,beginner
